video_name,tag,movie,shot
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0012.mp4,Static,tt2008513,0012
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0025.mp4,Static,tt2008513,0025
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0033.mp4,Static,tt2008513,0033
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0042.mp4,Motion,tt2008513,0042
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0044.mp4,Static,tt2008513,0044
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0045.mp4,Static,tt2008513,0045
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0047.mp4,Motion,tt2008513,0047
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0002.mp4,Motion,tt2008655,0002
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0014.mp4,Motion,tt2008655,0014
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0024.mp4,Static,tt2008655,0024
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0037.mp4,Static,tt2008655,0037
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0043.mp4,Static,tt2008655,0043
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0044.mp4,Static,tt2008655,0044
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0065.mp4,Static,tt2008655,0065
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0072.mp4,Static,tt2008655,0072
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2010939_0015.mp4,Static,tt2010939,0015
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2010939_0027.mp4,Push,tt2010939,0027
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011138_0006.mp4,Static,tt2011138,0006
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011159_0076.mp4,Static,tt2011159,0076
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011159_0106.mp4,Static,tt2011159,0106
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011300_0004.mp4,Static,tt2011300,0004
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011300_0010.mp4,Static,tt2011300,0010
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011300_0026.mp4,Static,tt2011300,0026
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011300_0051.mp4,Static,tt2011300,0051
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011953_0008.mp4,Static,tt2011953,0008
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011953_0010.mp4,Motion,tt2011953,0010
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0005.mp4,Motion,tt2011961,0005
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0008.mp4,Motion,tt2011961,0008
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0009.mp4,Static,tt2011961,0009
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0059.mp4,Motion,tt2011961,0059
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0066.mp4,Static,tt2011961,0066
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0078.mp4,Static,tt2011961,0078
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0083.mp4,Static,tt2011961,0083
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0084.mp4,Motion,tt2011961,0084
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0002.mp4,Motion,tt2012011,0002
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0007.mp4,Static,tt2012011,0007
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0021.mp4,Static,tt2012011,0021
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0026.mp4,Static,tt2012011,0026
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0028.mp4,Static,tt2012011,0028
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0033.mp4,Static,tt2012011,0033
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0046.mp4,Static,tt2012011,0046
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0053.mp4,Static,tt2012011,0053
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012665_0010.mp4,Static,tt2012665,0010
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012665_0039.mp4,Static,tt2012665,0039
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012665_0044.mp4,Static,tt2012665,0044
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012665_0071.mp4,Static,tt2012665,0071
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012665_0083.mp4,Static,tt2012665,0083
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014225_0005.mp4,Static,tt2014225,0005
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014225_0012.mp4,Static,tt2014225,0012
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014225_0021.mp4,Static,tt2014225,0021
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014225_0043.mp4,Static,tt2014225,0043
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014225_0052.mp4,Motion,tt2014225,0052
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014248_0021.mp4,Static,tt2014248,0021
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014248_0027.mp4,Motion,tt2014248,0027
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0002.mp4,Static,tt2014266,0002
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0014.mp4,Push,tt2014266,0014
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0019.mp4,Static,tt2014266,0019
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0021.mp4,Motion,tt2014266,0021
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0038.mp4,Static,tt2014266,0038
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0050.mp4,Static,tt2014266,0050
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0053.mp4,Static,tt2014266,0053
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0065.mp4,Motion,tt2014266,0065
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014319_0007.mp4,Motion,tt2014319,0007
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014319_0015.mp4,Motion,tt2014319,0015
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014319_0030.mp4,Static,tt2014319,0030
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014338_0011.mp4,Static,tt2014338,0011
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014338_0017.mp4,Motion,tt2014338,0017
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015366_0009.mp4,Static,tt2015366,0009
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015366_0016.mp4,Motion,tt2015366,0016
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015366_0036.mp4,Static,tt2015366,0036
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015366_0043.mp4,Motion,tt2015366,0043
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015366_0046.mp4,Motion,tt2015366,0046
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015370_0016.mp4,Push,tt2015370,0016
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015370_0022.mp4,Static,tt2015370,0022
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015370_0034.mp4,Motion,tt2015370,0034
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015370_0049.mp4,Static,tt2015370,0049
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015370_0054.mp4,Static,tt2015370,0054
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015370_0072.mp4,Static,tt2015370,0072
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015370_0089.mp4,Static,tt2015370,0089
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0005.mp4,Static,tt2015474,0005
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0007.mp4,Static,tt2015474,0007
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0012.mp4,Static,tt2015474,0012
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0014.mp4,Static,tt2015474,0014
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0026.mp4,Static,tt2015474,0026
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0027.mp4,Static,tt2015474,0027
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0036.mp4,Static,tt2015474,0036
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0051.mp4,Static,tt2015474,0051
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015503_0024.mp4,Motion,tt2015503,0024
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015503_0030.mp4,Static,tt2015503,0030
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015503_0067.mp4,Static,tt2015503,0067
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017020_0024.mp4,Motion,tt2017020,0024
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017020_0036.mp4,Motion,tt2017020,0036
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017020_0068.mp4,Motion,tt2017020,0068
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017020_0069.mp4,Static,tt2017020,0069
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017038_0012.mp4,Motion,tt2017038,0012
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017038_0013.mp4,Static,tt2017038,0013
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017038_0027.mp4,Static,tt2017038,0027
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017561_0004.mp4,Motion,tt2017561,0004
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017561_0012.mp4,Static,tt2017561,0012
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017561_0015.mp4,Motion,tt2017561,0015
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017561_0037.mp4,Motion,tt2017561,0037
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017561_0057.mp4,Static,tt2017561,0057
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017561_0061.mp4,Static,tt2017561,0061
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0008.mp4,Static,tt2017709,0008
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0009.mp4,Static,tt2017709,0009
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0013.mp4,Static,tt2017709,0013
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0015.mp4,Motion,tt2017709,0015
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0018.mp4,Static,tt2017709,0018
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0020.mp4,Motion,tt2017709,0020
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2018136_0004.mp4,Static,tt2018136,0004
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2018136_0010.mp4,Static,tt2018136,0010
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2018136_0016.mp4,Motion,tt2018136,0016
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2018136_0057.mp4,Push,tt2018136,0057
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2018164_0002.mp4,Static,tt2018164,0002
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2018164_0009.mp4,Motion,tt2018164,0009
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2018164_0011.mp4,Static,tt2018164,0011
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0026.mp4,Motion,tt2023561,0026
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0028.mp4,Static,tt2023561,0028
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0033.mp4,Static,tt2023561,0033
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0034.mp4,Static,tt2023561,0034
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0037.mp4,Static,tt2023561,0037
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0045.mp4,Static,tt2023561,0045
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0060.mp4,Pull,tt2023561,0060
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023618_0015.mp4,Static,tt2023618,0015
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023618_0026.mp4,Static,tt2023618,0026
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023620_0001.mp4,Motion,tt2023620,0001
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023620_0023.mp4,Static,tt2023620,0023
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023620_0034.mp4,Motion,tt2023620,0034
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023620_0044.mp4,Static,tt2023620,0044
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023620_0056.mp4,Static,tt2023620,0056
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023650_0002.mp4,Static,tt2023650,0002
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023659_0018.mp4,Static,tt2023659,0018
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023659_0029.mp4,Motion,tt2023659,0029
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023659_0052.mp4,Static,tt2023659,0052
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024351_0012.mp4,Motion,tt2024351,0012
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024351_0022.mp4,Push,tt2024351,0022
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024351_0024.mp4,Static,tt2024351,0024
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024354_0043.mp4,Static,tt2024354,0043
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024354_0068.mp4,Static,tt2024354,0068
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024396_0011.mp4,Motion,tt2024396,0011
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024469_0013.mp4,Static,tt2024469,0013
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024519_0063.mp4,Motion,tt2024519,0063
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024519_0069.mp4,Static,tt2024519,0069
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024519_0077.mp4,Static,tt2024519,0077
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025511_0007.mp4,Static,tt2025511,0007
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025511_0015.mp4,Static,tt2025511,0015
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025511_0026.mp4,Static,tt2025511,0026
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025667_0011.mp4,Static,tt2025667,0011
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025667_0020.mp4,Motion,tt2025667,0020
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025667_0024.mp4,Static,tt2025667,0024
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025667_0027.mp4,Static,tt2025667,0027
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2027138_0028.mp4,Static,tt2027138,0028
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0003.mp4,Static,tt2028530,0003
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0008.mp4,Static,tt2028530,0008
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0012.mp4,Static,tt2028530,0012
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0016.mp4,Static,tt2028530,0016
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0017.mp4,Static,tt2028530,0017
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0021.mp4,Static,tt2028530,0021
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0031.mp4,Static,tt2028530,0031
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0001.mp4,Push,tt2032452,0001
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0003.mp4,Static,tt2032452,0003
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0004.mp4,Static,tt2032452,0004
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0010.mp4,Static,tt2032452,0010
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0025.mp4,Static,tt2032452,0025
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0029.mp4,Static,tt2032452,0029
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0032.mp4,Static,tt2032452,0032
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0066.mp4,Static,tt2032452,0066
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0088.mp4,Static,tt2032452,0088
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0105.mp4,Static,tt2032452,0105
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032506_0005.mp4,Static,tt2032506,0005
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032506_0023.mp4,Motion,tt2032506,0023
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2033952_0006.mp4,Static,tt2033952,0006
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2033952_0011.mp4,Motion,tt2033952,0011
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2033981_0038.mp4,Static,tt2033981,0038
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2033981_0044.mp4,Static,tt2033981,0044
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2033981_0069.mp4,Pull,tt2033981,0069
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034139_0044.mp4,Static,tt2034139,0044
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034139_0062.mp4,Static,tt2034139,0062
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034139_0068.mp4,Static,tt2034139,0068
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034139_0079.mp4,Static,tt2034139,0079
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034761_0003.mp4,Motion,tt2034761,0003
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034761_0008.mp4,Motion,tt2034761,0008
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034761_0017.mp4,Motion,tt2034761,0017
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034761_0029.mp4,Static,tt2034761,0029
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034800_0025.mp4,Static,tt2034800,0025
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036401_0001.mp4,Static,tt2036401,0001
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036401_0002.mp4,Static,tt2036401,0002
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036401_0021.mp4,Static,tt2036401,0021
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036401_0034.mp4,Push,tt2036401,0034
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0010.mp4,Motion,tt2036408,0010
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0053.mp4,Static,tt2036408,0053
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0054.mp4,Static,tt2036408,0054
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0063.mp4,Static,tt2036408,0063
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0072.mp4,Push,tt2036408,0072
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0073.mp4,Motion,tt2036408,0073
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0077.mp4,Static,tt2036408,0077
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0088.mp4,Static,tt2036408,0088
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0090.mp4,Static,tt2036408,0090
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0111.mp4,Static,tt2036408,0111
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0112.mp4,Static,tt2036408,0112
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2039369_0002.mp4,Motion,tt2039369,0002
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2039369_0017.mp4,Static,tt2039369,0017
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2039369_0026.mp4,Motion,tt2039369,0026
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2039369_0037.mp4,Static,tt2039369,0037
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2039369_0046.mp4,Motion,tt2039369,0046
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2039369_0049.mp4,Static,tt2039369,0049
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0002.mp4,Static,tt2040367,0002
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0038.mp4,Static,tt2040367,0038
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0042.mp4,Static,tt2040367,0042
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0056.mp4,Static,tt2040367,0056
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0062.mp4,Static,tt2040367,0062
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0064.mp4,Static,tt2040367,0064
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0070.mp4,Static,tt2040367,0070
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0078.mp4,Static,tt2040367,0078
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0004.mp4,Motion,tt2040504,0004
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0009.mp4,Motion,tt2040504,0009
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0018.mp4,Static,tt2040504,0018
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0028.mp4,Motion,tt2040504,0028
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0041.mp4,Static,tt2040504,0041
