video_name,tag
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2237822_0048.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0028.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2083355_0003.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2072029_0004.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt4144932_0016.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036401_0021.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2395836_0035.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2118624_0090.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042559_0013.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0013.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005173_0002.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2084989_0004.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2549138_0032.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0065.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0021.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3145220_0031.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3181898_0012.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2051831_0035.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt4791594_0031.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3673180_0007.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2106361_0072.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2066986_0058.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2084970_0032.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt5948916_0036.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2081274_0065.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2994190_0049.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3261022_0056.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2056771_0050.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006810_0008.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2436386_0082.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2055709_0023.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2106675_0002.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2106533_0053.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2320968_0041.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2830416_0078.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2573216_0023.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2261331_0048.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2947556_0049.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0002.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0047.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2246565_0011.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2193091_0059.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3096778_0004.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2088003_0049.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt4788722_0005.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3655522_0007.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2718314_0020.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2070897_0006.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044819_0015.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024354_0043.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2233406_0067.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3448486_0015.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2401585_0038.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2517044_0003.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2043979_0003.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042544_0027.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0038.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2062580_0007.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2106411_0001.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2129928_0041.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt5365004_0088.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2369223_0006.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0020.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2064731_0021.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2049636_0005.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0019.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2395993_0011.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2205238_0011.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2375791_0025.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040537_0023.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015503_0024.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2290067_0045.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2066041_0040.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2202627_0086.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt4943594_0008.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2342301_0040.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2106361_0056.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014338_0017.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3823042_0024.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2329188_0072.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2186781_0054.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0072.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt4823524_0003.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2049448_0016.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2082197_0024.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0017.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2061712_0029.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0049.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2818252_0005.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2088883_0071.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2041331_0006.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3666526_0034.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2085894_0018.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt4289100_0005.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt6126294_0009.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2418558_0010.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2202627_0047.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2063874_0051.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2063013_0022.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017038_0013.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3145704_0028.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2201875_0030.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2062996_0011.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2071628_0026.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2102472_0014.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0063.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2055790_0046.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0014.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2271563_0001.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2357788_0045.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2089723_0033.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2345112_0060.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023620_0001.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3958780_0078.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023618_0015.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2233406_0062.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042520_0010.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0112.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2062969_0001.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2429870_0024.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt5967998_0022.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2544766_0072.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2610862_0014.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3733774_0024.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2679552_0071.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2059193_0026.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2069708_0017.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2404233_0009.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt4396010_0008.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt5541812_0021.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3451500_0087.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2088832_0064.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042449_0046.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2050648_0016.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036401_0001.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3695514_0014.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2786278_0049.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0027.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2390217_0002.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2104062_0009.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2033952_0011.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0006.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2461104_0005.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3070922_0042.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3465456_0009.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2311078_0034.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2545118_0033.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt4796120_0002.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2419640_0037.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt4306300_0039.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2081194_0025.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2224307_0056.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2063013_0045.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2106361_0070.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2391704_0005.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3411758_0053.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024519_0063.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2382298_0040.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2049636_0025.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2084989_0073.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2461150_0056.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006810_0027.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2395303_0051.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0042.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt5354588_0002.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2513536_0075.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt4882642_0018.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0052.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2089723_0065.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2078727_0034.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2474976_0009.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044819_0041.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2449810_0005.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2093977_0020.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2396671_0025.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2724236_0066.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3072636_0034.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2053397_0053.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2071476_0057.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2693114_0040.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2018136_0010.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2099673_0013.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2081274_0009.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2062580_0011.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2298780_0042.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2088003_0033.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025667_0020.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2056501_0069.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2106476_0027.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2102472_0003.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0066.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2097298_0066.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3646288_0097.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2094898_0044.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2056501_0030.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2088883_0018.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2059290_0063.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2076897_0013.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2082197_0056.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2062645_0015.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2062966_0025.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3127698_0033.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2404469_0098.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2093995_0001.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2369223_0007.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0078.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2075280_0018.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0021.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2077904_0051.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2078727_0001.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2179888_0005.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2224307_0107.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2066041_0001.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006802_0010.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3034594_0053.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2027138_0028.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt3687398_0003.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2058024_0037.mp4,Motion
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt6210456_0021.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2302966_0038.mp4,Pull
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2234449_0054.mp4,Push
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2046136_0011.mp4,Static
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0066.mp4,Static
