,video_name,move_label,tag
61,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0009.mp4,Static,FS
63,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0066.mp4,Static,FS
64,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0078.mp4,Static,LS
65,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0083.mp4,Static,MS
68,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0007.mp4,Static,ECS
69,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0021.mp4,Static,MS
70,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0026.mp4,Static,ECS
71,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0028.mp4,Static,LS
72,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0033.mp4,Static,ECS
73,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0046.mp4,Static,LS
74,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0053.mp4,Static,MS
75,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2012665_0010.mp4,Static,MS
76,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2012665_0039.mp4,Static,LS
77,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2012665_0044.mp4,Static,CS
78,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2012665_0071.mp4,Static,FS
79,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2012665_0083.mp4,Static,ECS
80,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2014225_0005.mp4,Static,MS
81,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2014225_0012.mp4,Static,ECS
82,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2014225_0021.mp4,Static,ECS
83,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2014225_0043.mp4,Static,ECS
85,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2014248_0021.mp4,Static,FS
87,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0002.mp4,Static,MS
89,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0019.mp4,Static,MS
91,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0038.mp4,Static,MS
92,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0050.mp4,Static,FS
93,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2014266_0053.mp4,Static,MS
97,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2014319_0030.mp4,Static,FS
98,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2014338_0011.mp4,Static,FS
100,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015366_0009.mp4,Static,ECS
102,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015366_0036.mp4,Static,ECS
106,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015370_0022.mp4,Static,ECS
108,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015370_0049.mp4,Static,CS
109,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015370_0054.mp4,Static,FS
110,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015370_0072.mp4,Static,FS
111,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015370_0089.mp4,Static,ECS
112,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0005.mp4,Static,MS
113,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0007.mp4,Static,MS
114,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0012.mp4,Static,LS
115,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0014.mp4,Static,MS
116,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0026.mp4,Static,MS
117,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0027.mp4,Static,MS
118,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0036.mp4,Static,FS
119,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0051.mp4,Static,ECS
121,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015503_0030.mp4,Static,MS
122,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2015503_0067.mp4,Static,ECS
126,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2017020_0069.mp4,Static,LS
128,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2017038_0013.mp4,Static,CS
129,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2017038_0027.mp4,Static,CS
131,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2017561_0012.mp4,Static,FS
134,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2017561_0057.mp4,Static,LS
135,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2017561_0061.mp4,Static,FS
136,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0008.mp4,Static,ECS
137,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0009.mp4,Static,ECS
138,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0013.mp4,Static,ECS
140,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0018.mp4,Static,ECS
142,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2018136_0004.mp4,Static,ECS
143,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2018136_0010.mp4,Static,MS
146,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2018164_0002.mp4,Static,FS
148,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2018164_0011.mp4,Static,ECS
150,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0028.mp4,Static,CS
151,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0033.mp4,Static,MS
152,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0034.mp4,Static,ECS
153,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0037.mp4,Static,ECS
154,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0045.mp4,Static,ECS
156,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023618_0015.mp4,Static,MS
157,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023618_0026.mp4,Static,CS
159,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023620_0023.mp4,Static,ECS
161,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023620_0044.mp4,Static,LS
162,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023620_0056.mp4,Static,LS
163,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023650_0002.mp4,Static,MS
164,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023659_0018.mp4,Static,CS
166,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2023659_0052.mp4,Static,MS
169,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2024351_0024.mp4,Static,CS
170,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2024354_0043.mp4,Static,FS
171,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2024354_0068.mp4,Static,MS
173,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2024469_0013.mp4,Static,ECS
175,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2024519_0069.mp4,Static,FS
176,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2024519_0077.mp4,Static,ECS
177,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2025511_0007.mp4,Static,MS
178,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2025511_0015.mp4,Static,CS
179,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2025511_0026.mp4,Static,CS
180,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2025667_0011.mp4,Static,ECS
182,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2025667_0024.mp4,Static,CS
183,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2025667_0027.mp4,Static,ECS
184,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2027138_0028.mp4,Static,MS
185,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0003.mp4,Static,CS
186,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0008.mp4,Static,ECS
187,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0012.mp4,Static,ECS
188,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0016.mp4,Static,MS
189,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0017.mp4,Static,ECS
190,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0021.mp4,Static,FS
191,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0031.mp4,Static,MS
193,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0003.mp4,Static,ECS
194,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0004.mp4,Static,ECS
195,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0010.mp4,Static,FS
196,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0025.mp4,Static,CS
197,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0029.mp4,Static,MS
198,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0032.mp4,Static,CS
199,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0066.mp4,Static,CS
200,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0088.mp4,Static,ECS
201,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0105.mp4,Static,FS
202,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2032506_0005.mp4,Static,ECS
204,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2033952_0006.mp4,Static,CS
206,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2033981_0038.mp4,Static,CS
207,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2033981_0044.mp4,Static,FS
209,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2034139_0044.mp4,Static,CS
210,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2034139_0062.mp4,Static,CS
211,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2034139_0068.mp4,Static,ECS
212,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2034139_0079.mp4,Static,CS
216,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2034761_0029.mp4,Static,CS
217,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2034800_0025.mp4,Static,LS
218,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2036401_0001.mp4,Static,FS
219,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2036401_0002.mp4,Static,CS
220,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2036401_0021.mp4,Static,CS
223,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0053.mp4,Static,CS
224,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0054.mp4,Static,ECS
225,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0063.mp4,Static,LS
228,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0077.mp4,Static,CS
229,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0088.mp4,Static,CS
230,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0090.mp4,Static,MS
231,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0111.mp4,Static,ECS
232,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0112.mp4,Static,FS
234,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2039369_0017.mp4,Static,MS
236,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2039369_0037.mp4,Static,CS
238,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2039369_0049.mp4,Static,CS
239,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0002.mp4,Static,MS
240,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0038.mp4,Static,MS
241,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0042.mp4,Static,MS
242,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0056.mp4,Static,LS
243,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0062.mp4,Static,FS
244,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0064.mp4,Static,MS
245,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0070.mp4,Static,MS
246,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0078.mp4,Static,FS
249,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0018.mp4,Static,MS
251,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0041.mp4,Static,CS
252,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0049.mp4,Static,LS
253,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0052.mp4,Static,MS
254,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0084.mp4,Static,MS
257,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040537_0018.mp4,Static,ECS
258,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040537_0023.mp4,Static,FS
259,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2040537_0033.mp4,Static,MS
261,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2041331_0005.mp4,Static,CS
262,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2041331_0006.mp4,Static,MS
263,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2041331_0041.mp4,Static,MS
265,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2041331_0050.mp4,Static,ECS
267,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2041331_0068.mp4,Static,ECS
268,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042449_0004.mp4,Static,CS
269,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042449_0015.mp4,Static,CS
271,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042449_0025.mp4,Static,FS
272,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042449_0046.mp4,Static,FS
273,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042520_0010.mp4,Static,MS
274,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042520_0024.mp4,Static,MS
275,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042544_0010.mp4,Static,CS
276,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042544_0027.mp4,Static,ECS
277,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042544_0028.mp4,Static,FS
280,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042544_0078.mp4,Static,FS
281,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042544_0097.mp4,Static,FS
282,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042559_0013.mp4,Static,ECS
283,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042559_0021.mp4,Static,CS
284,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042559_0035.mp4,Static,FS
285,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0007.mp4,Static,MS
286,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0009.mp4,Static,MS
287,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0025.mp4,Static,FS
288,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0042.mp4,Static,MS
289,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0052.mp4,Static,MS
290,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0061.mp4,Static,CS
293,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2043865_0088.mp4,Static,LS
294,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2043893_0001.mp4,Static,FS
295,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2043893_0033.mp4,Static,CS
298,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2044729_0020.mp4,Static,MS
299,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2044729_0022.mp4,Static,FS
300,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2044729_0037.mp4,Static,CS
301,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2044729_0038.mp4,Static,FS
304,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2044801_0003.mp4,Static,ECS
305,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2044801_0043.mp4,Static,MS
307,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2044801_0058.mp4,Static,ECS
308,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2044801_0059.mp4,Static,CS
309,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2044801_0111.mp4,Static,ECS
310,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2044819_0015.mp4,Static,MS
311,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2044819_0041.mp4,Static,MS
312,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2046136_0007.mp4,Static,ECS
313,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2046136_0008.mp4,Static,ECS
314,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2046136_0010.mp4,Static,FS
315,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2046136_0011.mp4,Static,ECS
316,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2046136_0012.mp4,Static,CS
317,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2049448_0016.mp4,Static,FS
318,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2049448_0030.mp4,Static,ECS
320,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2049448_0042.mp4,Static,CS
322,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2049636_0005.mp4,Static,LS
323,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2049636_0010.mp4,Static,LS
325,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2049636_0016.mp4,Static,CS
328,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2049636_0037.mp4,Static,MS
329,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2049636_0042.mp4,Static,CS
332,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2050633_0007.mp4,Static,CS
337,/workspaces/final-project-shot-type/data/shot-type-dataset/trailer_v3/train/shot_tt2050648_0004.mp4,Static,MS
