video_name,tag,scale_label
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0014.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0026.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0027.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0036.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015474_0051.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015503_0030.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2015503_0067.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017020_0069.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017038_0013.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017038_0027.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017561_0012.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017561_0057.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017561_0061.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0008.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0009.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0013.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2017709_0018.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2018136_0004.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2018136_0010.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2018164_0002.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2018164_0011.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0028.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0033.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0034.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0037.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023561_0045.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023618_0015.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023618_0026.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023620_0023.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023620_0044.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023620_0056.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023650_0002.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023659_0018.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2023659_0052.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024351_0024.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024354_0043.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024354_0068.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024469_0013.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024519_0069.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2024519_0077.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025511_0007.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025511_0015.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025511_0026.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025667_0011.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025667_0024.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2025667_0027.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2027138_0028.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0003.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0008.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0012.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0016.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0017.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0021.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2028530_0031.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0003.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0004.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0010.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0025.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0029.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0032.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0066.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0088.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032452_0105.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2032506_0005.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2033952_0006.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2033981_0038.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2033981_0044.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034139_0044.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034139_0062.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034139_0068.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034139_0079.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034761_0029.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2034800_0025.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036401_0001.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036401_0002.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036401_0021.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0053.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0054.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0063.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0077.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0088.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0090.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0111.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2036408_0112.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2039369_0017.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2039369_0037.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2039369_0049.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0002.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0038.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0042.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0056.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0062.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0064.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0070.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040367_0078.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0018.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0041.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0049.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0052.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040504_0084.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040537_0018.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040537_0023.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2040537_0033.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2041331_0005.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2041331_0006.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2041331_0041.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2041331_0050.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2041331_0068.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042449_0004.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042449_0015.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042449_0025.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042449_0046.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042520_0010.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042520_0024.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042544_0010.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042544_0027.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042544_0028.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042544_0078.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042544_0097.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042559_0013.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042559_0021.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042559_0035.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0007.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0009.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0025.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0042.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0052.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2042568_0061.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2043865_0088.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2043893_0001.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2043893_0033.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044729_0020.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044729_0022.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044729_0037.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044729_0038.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044801_0003.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044801_0043.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044801_0058.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044801_0059.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044801_0111.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044819_0015.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2044819_0041.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2046136_0007.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2046136_0008.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2046136_0010.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2046136_0011.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2046136_0012.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2049448_0016.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2049448_0030.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2049448_0042.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2049636_0005.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2049636_0010.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2049636_0016.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2049636_0037.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2049636_0042.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2050633_0007.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2050648_0004.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2050648_0016.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2050648_0031.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2050648_0044.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2051818_0028.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2051818_0030.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2051818_0053.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2051831_0007.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2051831_0014.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2051831_0035.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2053378_0013.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2053397_0028.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2053397_0053.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2055765_0013.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2055765_0051.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2055790_0047.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2055790_0051.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2055790_0052.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2055790_0081.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2055790_0083.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2056501_0030.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2056501_0039.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2056501_0050.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2056659_0020.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2056659_0051.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2056771_0017.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2056771_0031.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2056771_0050.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2057449_0015.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2057449_0022.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2057449_0025.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2058024_0013.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2058024_0015.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2058673_0071.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2059193_0030.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2059255_0035.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2059290_0059.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2059290_0081.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2059290_0107.mp4,Static,MS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2061597_0015.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2061597_0024.mp4,Static,LS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2061597_0025.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2061712_0022.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2061712_0029.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2062580_0007.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2062580_0011.mp4,Static,CS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2062645_0015.mp4,Static,ECS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2062645_0046.mp4,Static,FS
/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2062645_0048.mp4,Static,CS
